Índice;Torrent;Titulo (Año);Titulo;Año;Calidad;Resolucion;Tipo;Idioma;Capitulo;Índice;Magnet;Infohash;ID;Score;Url
1876;Nicole Kidman en primera persona (2023) [Bluray][1080p][Esp].torrent;Nicole Kidman en primera persona (2023);Nicole Kidman en primera persona;2023;Bluray;FHD;Pelicula;Castellano;;1876;magnet:?xt=urn:btih:15b4cee28dd0b305b3e303d70405f2f4bc066507;15b4cee28dd0b305b3e303d70405f2f4bc066507;6ff391273b5c0cdfd50ccb89acb5faa150433b69;8.0;https://image.tmdb.org/t/p/w185/8ziwi8Iih9qnLvVQnyD7jUdsJ9Q.jpg
1877;Nightmare Radio The Night Stalker (2022) [Bluray][480p][Esp].torrent;Nightmare Radio The Night Stalker (2022);Nightmare Radio The Night Stalker;2022;Bluray;SD;Pelicula;Castellano;;1877;magnet:?xt=urn:btih:59401bdef3c1c2a772231ecad50189c14e64a0e0;59401bdef3c1c2a772231ecad50189c14e64a0e0;b9ad65c5abce19973ae232f0281ae2775128a900;;
1878;Nightmare Radio The Night Stalker (2022) [Bluray][720p][Esp].torrent;Nightmare Radio The Night Stalker (2022);Nightmare Radio The Night Stalker;2022;Bluray;HD;Pelicula;Castellano;;1878;magnet:?xt=urn:btih:218687b8a9371ede42abe89fcb4e910935c019ee;218687b8a9371ede42abe89fcb4e910935c019ee;bfd89facc2601e64b9d2101a83ed2e884fa4d199;;
1879;Nightmare Radio The Night Stalker (2023) [Bluray][1080p][Esp].torrent;Nightmare Radio The Night Stalker (2023);Nightmare Radio The Night Stalker;2023;Bluray;FHD;Pelicula;Castellano;;1879;magnet:?xt=urn:btih:64d1e21d1a03d62cee9acbeeae62b314c24d8810;64d1e21d1a03d62cee9acbeeae62b314c24d8810;3698a7983595092b6415d62d00999d7fe86a98ef;5.6;https://image.tmdb.org/t/p/w185/safosm5GTGKpJQxudigMv8HOIwL.jpg
1880;Nimona [Bluray][480p][Esp].torrent;Nimona;Nimona;;Bluray;SD;Pelicula;Castellano;;1880;magnet:?xt=urn:btih:3d56f6b65fa1e7504405a50db71f733010f3d310;3d56f6b65fa1e7504405a50db71f733010f3d310;a7c6c12d758d476fd4158d808126a1c535631a10;8.0;https://image.tmdb.org/t/p/w185/oWRY8HRXI1DVWB7rNvpmFWwSnCC.jpg
1881;Nimona [Bluray][720p][Esp].torrent;Nimona;Nimona;;Bluray;HD;Pelicula;Castellano;;1881;magnet:?xt=urn:btih:25dd932b0190beb650d7fac7f64e97aa8de2eff7;25dd932b0190beb650d7fac7f64e97aa8de2eff7;b8713cd83534897c771a4d65e5e1d10b2cbb7916;8.0;https://image.tmdb.org/t/p/w185/oWRY8HRXI1DVWB7rNvpmFWwSnCC.jpg
1882;No apagues la luz [HDTV][480p][Cap 101].torrent;No apagues la luz;No apagues la luz;;HDTV;SD;Serie;;101;1882;magnet:?xt=urn:btih:e7fe6cecddcc56b8cfa6761646cebf82a37d7042;e7fe6cecddcc56b8cfa6761646cebf82a37d7042;b95d3eed6f19fcf7c288503f6fe58f6d7cb67ec9;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1883;No apagues la luz [HDTV][480p][Cap 102].torrent;No apagues la luz;No apagues la luz;;HDTV;SD;Serie;;102;1883;magnet:?xt=urn:btih:f29691a789db19cb8af97085d594e0d6d7ee7b22;f29691a789db19cb8af97085d594e0d6d7ee7b22;bc35681af1d95ea8d6ff56c44802216b76386c74;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1884;No apagues la luz [HDTV][480p][Cap 103].torrent;No apagues la luz;No apagues la luz;;HDTV;SD;Serie;;103;1884;magnet:?xt=urn:btih:e2d47952ff1af5c62ffb39b1998de73dd744ada1;e2d47952ff1af5c62ffb39b1998de73dd744ada1;380e1ccc750f08569b996a76f0795bab0b49d62b;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1885;No apagues la luz [HDTV][480p][Cap 104].torrent;No apagues la luz;No apagues la luz;;HDTV;SD;Serie;;104;1885;magnet:?xt=urn:btih:e54108652c0b68197403be517ed7f4475784a5db;e54108652c0b68197403be517ed7f4475784a5db;57dbe6544f61c7fecbc5715e4dd1814dbe171bed;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1886;No apagues la luz [HDTV][480p][Cap 105].torrent;No apagues la luz;No apagues la luz;;HDTV;SD;Serie;;105;1886;magnet:?xt=urn:btih:ab2ff875f7bdad4c62db56afaa9eaa2e0385035a;ab2ff875f7bdad4c62db56afaa9eaa2e0385035a;d9d304c18c5ba8cbe0d78112a96af861d926aca7;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1887;No apagues la luz [HDTV][480p][Cap 106].torrent;No apagues la luz;No apagues la luz;;HDTV;SD;Serie;;106;1887;magnet:?xt=urn:btih:346cb94cda559af03478166a21c3b72107a80bf2;346cb94cda559af03478166a21c3b72107a80bf2;12fb8106ae3067598e67d79624ec405c84bb850e;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1888;No apagues la luz [HDTV][720p][Cap 101].torrent;No apagues la luz;No apagues la luz;;HDTV;HD;Serie;;101;1888;magnet:?xt=urn:btih:c6fec2868c9b1ef940267d166b58af6b20cc83ab;c6fec2868c9b1ef940267d166b58af6b20cc83ab;f8e6395180d37b6c746dbd278a2107e659d35b67;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1889;No apagues la luz [HDTV][720p][Cap 102].torrent;No apagues la luz;No apagues la luz;;HDTV;HD;Serie;;102;1889;magnet:?xt=urn:btih:0bba33ca1127e3d3a150e98633f00b3c7190c40d;0bba33ca1127e3d3a150e98633f00b3c7190c40d;50327af96bf541085d128fca192f87ae4a026117;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1890;No apagues la luz [HDTV][720p][Cap 103].torrent;No apagues la luz;No apagues la luz;;HDTV;HD;Serie;;103;1890;magnet:?xt=urn:btih:c326d24e9df71bfeb4ee2ea534e00935e1a81f6d;c326d24e9df71bfeb4ee2ea534e00935e1a81f6d;0;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1891;No apagues la luz [HDTV][720p][Cap 104].torrent;No apagues la luz;No apagues la luz;;HDTV;HD;Serie;;104;1891;magnet:?xt=urn:btih:d321af31871f97fa6cb5349f92fae84efb7d65f8;d321af31871f97fa6cb5349f92fae84efb7d65f8;0;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1892;No apagues la luz [HDTV][720p][Cap 105].torrent;No apagues la luz;No apagues la luz;;HDTV;HD;Serie;;105;1892;magnet:?xt=urn:btih:8f210d8c4e7c456288da1e7a64dab967d2bfce79;8f210d8c4e7c456288da1e7a64dab967d2bfce79;0;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1893;No apagues la luz [HDTV][720p][Cap 106].torrent;No apagues la luz;No apagues la luz;;HDTV;HD;Serie;;106;1893;magnet:?xt=urn:btih:f5256b5fb99cb17a1c95703f0a369234e39ba088;f5256b5fb99cb17a1c95703f0a369234e39ba088;0;6.0;https://image.tmdb.org/t/p/w185/3743O69fJmPwhdqz7uf6TF0PwGJ.jpg
1894;Nuestro pais robado (2022) [Bluray][1080p][Esp].torrent;Nuestro pais robado (2022);Nuestro pais robado;2022;Bluray;FHD;Pelicula;Castellano;;1894;magnet:?xt=urn:btih:49dbb3304893a95be3d3db6c70ac29e1187cf140;49dbb3304893a95be3d3db6c70ac29e1187cf140;0;7.0;https://image.tmdb.org/t/p/w185/prFeFgL93Vb8tNZwlBh35F7pcwe.jpg
1895;Nuestro planeta [HDTV][1080p][Cap 201].torrent;Nuestro planeta;Nuestro planeta;;HDTV;FHD;Serie;;201;1895;magnet:?xt=urn:btih:ff0b5c866e5de902446c2f9128e7695afd0b9d5a;ff0b5c866e5de902446c2f9128e7695afd0b9d5a;0;0.0;
1896;Nuestro planeta [HDTV][1080p][Cap 202].torrent;Nuestro planeta;Nuestro planeta;;HDTV;FHD;Serie;;202;1896;magnet:?xt=urn:btih:7386d23ff065a1f859d70a1581167835f2ff8d6e;7386d23ff065a1f859d70a1581167835f2ff8d6e;0;0.0;
1897;Nuestro planeta [HDTV][1080p][Cap 204].torrent;Nuestro planeta;Nuestro planeta;;HDTV;FHD;Serie;;204;1897;magnet:?xt=urn:btih:3f3211f4dbcb0b3e4d51937d38510eac9c2b476f;3f3211f4dbcb0b3e4d51937d38510eac9c2b476f;d40a52ee23e255488cefefc9b6e11641b31ddddb;0.0;
1898;Oenheimer El dilema de la bomba atomica (2023) [HDTV][1080p][Esp].torrent;Oenheimer El dilema de la bomba atomica (2023);Oenheimer El dilema de la bomba atomica;2023;HDTV;FHD;Pelicula;Castellano;;1898;magnet:?xt=urn:btih:631fa983e87298f72c7a80a0a9f5b023d454a33f;631fa983e87298f72c7a80a0a9f5b023d454a33f;9d83b4ef5b2b688e8433ffe5d40d9cb01fe9cde0;;
1899;Oink Oink (2022) [Bluray][720p][Esp].torrent;Oink Oink (2022);Oink Oink;2022;Bluray;HD;Pelicula;Castellano;;1899;magnet:?xt=urn:btih:f9d2402f2f6e31a460a4e1127d1ed86e6d196091;f9d2402f2f6e31a460a4e1127d1ed86e6d196091;0;7.5;https://image.tmdb.org/t/p/w185/18DnWfoUDVZBOY8PUFjVUoJVWcu.jpg
1900;One Piece [HDTV][1080p][Cap 101].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;101;1900;magnet:?xt=urn:btih:61f677738e04ed57c8e21e06542cae3c7ed3cc62;61f677738e04ed57c8e21e06542cae3c7ed3cc62;4fa293c88112d87086a01143131985533f3a7bb3;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1901;One Piece [HDTV][1080p][Cap 102].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;102;1901;magnet:?xt=urn:btih:5b8332ed9a7c11abcea45751fd7ec4ff1e170921;5b8332ed9a7c11abcea45751fd7ec4ff1e170921;ae991a5811031a3d69868f51d589dbec0cf86cb4;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1902;One Piece [HDTV][1080p][Cap 103].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;103;1902;magnet:?xt=urn:btih:3a0377ebb964a237e85e55437b655fd13cc7a9f6;3a0377ebb964a237e85e55437b655fd13cc7a9f6;c5ad0ed0177525e3edc1117fda44a3bf792c5368;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1903;One Piece [HDTV][1080p][Cap 104].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;104;1903;magnet:?xt=urn:btih:307050760dad8f577d6511c4817f3f7aef9192c5;307050760dad8f577d6511c4817f3f7aef9192c5;2b8d7fd968a8d751b19c39199fd6bbfbbe9cc890;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1904;One Piece [HDTV][1080p][Cap 105].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;105;1904;magnet:?xt=urn:btih:e3299591bd55d6cb5dddf03dfb2102462a396bf3;e3299591bd55d6cb5dddf03dfb2102462a396bf3;e9d0153e26945cbf0768c87435929b39e4821c54;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1905;One Piece [HDTV][1080p][Cap 106].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;106;1905;magnet:?xt=urn:btih:d9038c557e7b44f2b335102863a0d14fcf8927a2;d9038c557e7b44f2b335102863a0d14fcf8927a2;00552a5cdf194d02c1643729e239e1e3d3a61d1c;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1906;One Piece [HDTV][1080p][Cap 107].torrent;One Piece;One Piece;;HDTV;FHD;Serie;;107;1906;magnet:?xt=urn:btih:dc8b1978bbfaf3f80f9c97db17e0210e0af28948;dc8b1978bbfaf3f80f9c97db17e0210e0af28948;6decab1ee4fbee159dc02f186e774bfffa058b52;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1907;One Piece [HDTV][480p][Cap 101].torrent;One Piece;One Piece;;HDTV;SD;Serie;;101;1907;magnet:?xt=urn:btih:c8fbc75c03598aef350490f58ad3d0595da51654;c8fbc75c03598aef350490f58ad3d0595da51654;dd5f55b9398313bf00ad5f575705eed125465aee;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1908;One Piece [HDTV][480p][Cap 102].torrent;One Piece;One Piece;;HDTV;SD;Serie;;102;1908;magnet:?xt=urn:btih:80dac8060de88b2eddf621e66bf89e23c84d0e39;80dac8060de88b2eddf621e66bf89e23c84d0e39;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1909;One Piece [HDTV][480p][Cap 103].torrent;One Piece;One Piece;;HDTV;SD;Serie;;103;1909;magnet:?xt=urn:btih:8ac84dbbbd6e983f119404f4e7a7baeb99a9e4f1;8ac84dbbbd6e983f119404f4e7a7baeb99a9e4f1;4ea23cc011f36d2f417c4f279fb425387fd2cc37;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1910;One Piece [HDTV][480p][Cap 104].torrent;One Piece;One Piece;;HDTV;SD;Serie;;104;1910;magnet:?xt=urn:btih:0d1952820169664593ec7563d5b589c7396ab21b;0d1952820169664593ec7563d5b589c7396ab21b;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1911;One Piece [HDTV][480p][Cap 105].torrent;One Piece;One Piece;;HDTV;SD;Serie;;105;1911;magnet:?xt=urn:btih:343a29c513c06597b8c7dc81fcce05b2ce8d2d66;343a29c513c06597b8c7dc81fcce05b2ce8d2d66;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1912;One Piece [HDTV][720p][Cap 101].torrent;One Piece;One Piece;;HDTV;HD;Serie;;101;1912;magnet:?xt=urn:btih:492f8503e4b5dd3556412f878af8a429be0f39ef;492f8503e4b5dd3556412f878af8a429be0f39ef;a19a28bcfca99ca77e4482ff28dd2d05a8329f0f;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1913;One Piece [HDTV][720p][Cap 102].torrent;One Piece;One Piece;;HDTV;HD;Serie;;102;1913;magnet:?xt=urn:btih:4ad3b0700b1907e3bdca698123f0da395c9815fe;4ad3b0700b1907e3bdca698123f0da395c9815fe;bf46b135025579aff03580e50273361396c119e8;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1914;One Piece [HDTV][720p][Cap 103].torrent;One Piece;One Piece;;HDTV;HD;Serie;;103;1914;magnet:?xt=urn:btih:62d1b6fd227142c84d750882727b9916f0dfac29;62d1b6fd227142c84d750882727b9916f0dfac29;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1915;One Piece [HDTV][720p][Cap 104].torrent;One Piece;One Piece;;HDTV;HD;Serie;;104;1915;magnet:?xt=urn:btih:f8ea1bb2e0aea0b2e2fdf6ea48eebac2829b85fb;f8ea1bb2e0aea0b2e2fdf6ea48eebac2829b85fb;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1916;One Piece [HDTV][720p][Cap 105].torrent;One Piece;One Piece;;HDTV;HD;Serie;;105;1916;magnet:?xt=urn:btih:b609e93c6eb8b8ea143c2f877230a3124d3aa3c1;b609e93c6eb8b8ea143c2f877230a3124d3aa3c1;aa03d495fe771b97732d960df5b9a56408c27ecf;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1917;One Piece [HDTV][720p][Cap 106].torrent;One Piece;One Piece;;HDTV;HD;Serie;;106;1917;magnet:?xt=urn:btih:d554dada0cf39971386432c73efc962a4c412b23;d554dada0cf39971386432c73efc962a4c412b23;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1918;One Piece [HDTV][720p][Cap 107].torrent;One Piece;One Piece;;HDTV;HD;Serie;;107;1918;magnet:?xt=urn:btih:b497ee9aeec590cce100cf310fbd47a01b5cd126;b497ee9aeec590cce100cf310fbd47a01b5cd126;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1919;One Piece [HDTV][720p][Cap 108].torrent;One Piece;One Piece;;HDTV;HD;Serie;;108;1919;magnet:?xt=urn:btih:2e4c7fe49a5b53d7a8fa6ddce6e0b6430a726b55;2e4c7fe49a5b53d7a8fa6ddce6e0b6430a726b55;0;8.7;https://image.tmdb.org/t/p/w185/ywf4Bf4qprORhPODQ8O79Ix62Z9.jpg
1920;Oso vicioso (2023) [2160p]P][Esp].torrent;Oso vicioso (2023);Oso vicioso;2023;;4K;Pelicula;Castellano;;1920;magnet:?xt=urn:btih:dab4b59a61bdb59fa7153fcba6440679fba4626c;dab4b59a61bdb59fa7153fcba6440679fba4626c;e3931dce088eb090ed679679c48766eb628b777f;6.2;https://image.tmdb.org/t/p/w185/yGCpehozPDlaczL4Fas1d01mfAH.jpg
1921;Outlander - Temporada 5 [HDTV][720p][Cap 507][AC3 5 1 Esp][www PCTreload COM].torrent;Outlander - Temporada 5;Outlander - Temporada 5;;HDTV;HD;Serie;;507;1921;magnet:?xt=urn:btih:1a61a84a7e231c46ff5693a4a00cf3e2be4ac846;1a61a84a7e231c46ff5693a4a00cf3e2be4ac846;c0e43bf93079ad28c1531c27567a2941f1ae92ac;;
1922;Outlander [HDTV][1080p][Cap 507].torrent;Outlander;Outlander;;HDTV;FHD;Serie;;507;1922;magnet:?xt=urn:btih:0a28f078f785444ef476642eb750945a31f100c5;0a28f078f785444ef476642eb750945a31f100c5;de8c08a479041744508f1284fe9c7a074c6bcd9b;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1923;Outlander [HDTV][1080p][Cap 703].torrent;Outlander;Outlander;;HDTV;FHD;Serie;;703;1923;magnet:?xt=urn:btih:538c79df98f8c33ff79fc6b504169f9befcd7436;538c79df98f8c33ff79fc6b504169f9befcd7436;a19a7f467b6172cf14140709fc6cd5fd73757051;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1924;Outlander [HDTV][1080p][Cap 704].torrent;Outlander;Outlander;;HDTV;FHD;Serie;;704;1924;magnet:?xt=urn:btih:d4ed44a39e2c4939929c252a5369f5fdf01780ab;d4ed44a39e2c4939929c252a5369f5fdf01780ab;4b1ef422bce653649fc0212268bd67cd3e56d766;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1925;Outlander [HDTV][1080p][Cap 706].torrent;Outlander;Outlander;;HDTV;FHD;Serie;;706;1925;magnet:?xt=urn:btih:6a4d253b8bc63e9f998a6304be01714c467c6e33;6a4d253b8bc63e9f998a6304be01714c467c6e33;0;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1926;Outlander [HDTV][1080p][Cap 707].torrent;Outlander;Outlander;;HDTV;FHD;Serie;;707;1926;magnet:?xt=urn:btih:5c6ac5518f6e50d7202ee92582fc442683727e9a;5c6ac5518f6e50d7202ee92582fc442683727e9a;8b451333bf1da9c21bac394d39aa5c67ed4602dc;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1927;Outlander [HDTV][1080p][Cap 708].torrent;Outlander;Outlander;;HDTV;FHD;Serie;;708;1927;magnet:?xt=urn:btih:d04efe93e9dc181dba084ed894c4c1db93e17d9a;d04efe93e9dc181dba084ed894c4c1db93e17d9a;e3ef2077d2125580d75e8419ad391cc517de3c62;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1928;Outlander [HDTV][480p][Cap 507].torrent;Outlander;Outlander;;HDTV;SD;Serie;;507;1928;magnet:?xt=urn:btih:f3770f912fab4fa72ab7afa008fbbe4846f72067;f3770f912fab4fa72ab7afa008fbbe4846f72067;b4fd4832308d7e0ba459988108c6b49d8b375b38;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1929;Outlander [HDTV][480p][Cap 703].torrent;Outlander;Outlander;;HDTV;SD;Serie;;703;1929;magnet:?xt=urn:btih:2f2ba2ee55bc954838646d6e987a3d27a2505958;2f2ba2ee55bc954838646d6e987a3d27a2505958;75da8a18f962dd41a166c0e94ddec170aa686221;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1930;Outlander [HDTV][480p][Cap 704].torrent;Outlander;Outlander;;HDTV;SD;Serie;;704;1930;magnet:?xt=urn:btih:291dd58b8d29382e5383c397fe30830d9a787489;291dd58b8d29382e5383c397fe30830d9a787489;aa39cab2a71c5c5d36c28b5bffb9d6240941605a;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1931;Outlander [HDTV][480p][Cap 706].torrent;Outlander;Outlander;;HDTV;SD;Serie;;706;1931;magnet:?xt=urn:btih:9d1272755f347868d80bf615ebce635777ed430f;9d1272755f347868d80bf615ebce635777ed430f;7a13739ae1c8ee2e1ed98ff4757c6fa221d4f233;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1932;Outlander [HDTV][480p][Cap 707].torrent;Outlander;Outlander;;HDTV;SD;Serie;;707;1932;magnet:?xt=urn:btih:9faa7ba084bbf4f41d3d707a3b9248d73c4eece8;9faa7ba084bbf4f41d3d707a3b9248d73c4eece8;4ece7ee89b36c502a8494b04f87f5155b702ea22;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1933;Outlander [HDTV][480p][Cap 708].torrent;Outlander;Outlander;;HDTV;SD;Serie;;708;1933;magnet:?xt=urn:btih:171b20e0667f09d223aa92dabb2f331432e8f7bc;171b20e0667f09d223aa92dabb2f331432e8f7bc;cbdc7f46f20b7cc136b73153e378591278a88ce0;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1934;Outlander [HDTV][720p][Cap 507].torrent;Outlander;Outlander;;HDTV;HD;Serie;;507;1934;magnet:?xt=urn:btih:fcb1417e72515a620db3c91836b4808239aa21f9;fcb1417e72515a620db3c91836b4808239aa21f9;c6cbb00543f520e22f0edc717e9fc1b63e50edc2;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1935;Outlander [HDTV][720p][Cap 703].torrent;Outlander;Outlander;;HDTV;HD;Serie;;703;1935;magnet:?xt=urn:btih:885b02f445ec6d5abea621e2bd98992e7bc72151;885b02f445ec6d5abea621e2bd98992e7bc72151;7e9ec06f9db8d21f172992acc050747b53149784;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1936;Outlander [HDTV][720p][Cap 704].torrent;Outlander;Outlander;;HDTV;HD;Serie;;704;1936;magnet:?xt=urn:btih:b3544661c306d53a3c6fa6c17130a97cbeb96c5e;b3544661c306d53a3c6fa6c17130a97cbeb96c5e;cd4db2a97b8214f82148fec4252db1d018ea139e;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1937;Outlander [HDTV][720p][Cap 706].torrent;Outlander;Outlander;;HDTV;HD;Serie;;706;1937;magnet:?xt=urn:btih:68fc91b99454051675b8747921e8e83539084c79;68fc91b99454051675b8747921e8e83539084c79;70ad2d6c320bd5b679d4abcdab3dc4087cb09c74;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1938;Outlander [HDTV][720p][Cap 707].torrent;Outlander;Outlander;;HDTV;HD;Serie;;707;1938;magnet:?xt=urn:btih:8233a1883524e4447a4bddac629963e9a8487fdc;8233a1883524e4447a4bddac629963e9a8487fdc;af1e33522582a7945b4a73490add33baf7c95d65;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1939;Outlander [HDTV][720p][Cap 708].torrent;Outlander;Outlander;;HDTV;HD;Serie;;708;1939;magnet:?xt=urn:btih:9daf3fe4b40e027d38d443928097ada119da3605;9daf3fe4b40e027d38d443928097ada119da3605;afd66b40e264ea3d824b00cf6698e65019283c3c;8.2;https://image.tmdb.org/t/p/w185/ec8ER2i2ctI7fXMcJUez3oyTrnG.jpg
1940;Paint (2023) [Bluray][1080p][Esp].torrent;Paint (2023);Paint;2023;Bluray;FHD;Pelicula;Castellano;;1940;magnet:?xt=urn:btih:9ba97ae7b8c6bfd5b551f131f8d529aaa7a7e4ae;9ba97ae7b8c6bfd5b551f131f8d529aaa7a7e4ae;47b80b86103c142915f3bdc220f45d24c159a5e1;5.6;https://image.tmdb.org/t/p/w185/jZ1PhCyXEySYR7f9q52KYb62Bwp.jpg
1941;Paint (2023) [Bluray][480p][Esp].torrent;Paint (2023);Paint;2023;Bluray;SD;Pelicula;Castellano;;1941;magnet:?xt=urn:btih:3918c35c948cef9f9ca31c1a9e95b8a592b0e83c;3918c35c948cef9f9ca31c1a9e95b8a592b0e83c;b7263bfdb54d60fc5d039cc72e768fa54bee5de9;5.6;https://image.tmdb.org/t/p/w185/jZ1PhCyXEySYR7f9q52KYb62Bwp.jpg
1942;Paint (2023) [Bluray][720p][Esp].torrent;Paint (2023);Paint;2023;Bluray;HD;Pelicula;Castellano;;1942;magnet:?xt=urn:btih:d9c3d8d2705ee8963598166084856f3b9c77b167;d9c3d8d2705ee8963598166084856f3b9c77b167;57c79bec375a5cc107f6ab8501510ce86ce6a417;5.6;https://image.tmdb.org/t/p/w185/jZ1PhCyXEySYR7f9q52KYb62Bwp.jpg
1943;Paradise (2023) [Bluray][480p][Esp].torrent;Paradise (2023);Paradise;2023;Bluray;SD;Pelicula;Castellano;;1943;magnet:?xt=urn:btih:05960b866934f3e19253e2603888dadbc730a2a1;05960b866934f3e19253e2603888dadbc730a2a1;cea44e44cef383e1c8f70735a83830372c0043f9;6.7;https://image.tmdb.org/t/p/w185/yGz88hNPcHUJkUx7MPm0Ue6GZt7.jpg
1944;Pequena reina (2022) [Bluray][480p][Esp].torrent;Pequena reina (2022);Pequena reina;2022;Bluray;SD;Pelicula;Castellano;;1944;magnet:?xt=urn:btih:769b71e4db5ec0c1f3a1e0cd157b8055c5dad432;769b71e4db5ec0c1f3a1e0cd157b8055c5dad432;0;7.2;https://image.tmdb.org/t/p/w185/uVYS21cUzkSvCcVc8W4VUYj65f.jpg
